UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
139995,44, 44,"R",1,"Z",0
139995,45, 45,"R",3,"R",3
139995,47, 47,"R",2,"R",1
139995,48, 48,"R",2,"R",2
139995,51, 51,"R",2,"R",2
139995,54, 54,"R",2,"R",2
139995,58,999,"R",165,"R",70
139995,99, 99,"R",165,"R",70
140003,13, 13,"R",33,"R",18
140003,58,999,"R",33,"R",18
140003,99, 99,"R",33,"R",18
140012, 1,  1,"R",1,"R",1
140012, 8,  8,"R",1,"R",1
140012,13, 13,"R",813,"R",426
140012,39, 39,"R",1,"R",1
140012,58,999,"R",816,"R",429
140012,99, 99,"R",816,"R",429
140234, 1,  1,"R",16,"R",16
140234,12, 12,"R",9,"R",8
140234,13, 13,"R",140,"R",139
140234,24, 24,"R",1,"R",1
140234,32, 32,"R",1,"R",1
140234,37, 37,"R",2,"R",2
140234,45, 45,"R",2,"R",2
140234,47, 47,"R",1,"R",1
140234,48, 48,"R",1,"R",1
140234,51, 51,"R",1,"R",1
140234,58,999,"R",174,"R",172
140234,98, 98,"R",1,"A",
140234,99, 99,"R",175,"R",172
140243,13, 13,"R",595,"R",329
140243,54, 54,"R",1,"R",1
140243,58,999,"R",596,"R",330
140243,99, 99,"R",596,"R",330
140252, 1,  1,"R",1,"R",0
140252, 4,  4,"R",1,"R",1
140252, 5,  5,"R",1,"R",0
140252, 6,  6,"R",8,"R",8
140252, 8,  8,"R",1,"R",1
140252,12, 12,"R",24,"R",16
140252,13, 13,"R",87,"R",67
140252,15, 15,"R",3,"R",3
140252,16, 16,"R",3,"R",3
140252,18, 18,"R",2,"R",2
140252,24, 24,"R",1,"R",1
140252,26, 26,"R",2,"R",2
140252,29, 29,"R",1,"R",1
140252,36, 36,"R",1,"R",1
140252,37, 37,"R",2,"R",1
140252,39, 39,"R",1,"R",1
140252,40, 40,"R",1,"Z",0
140252,41, 41,"R",1,"Z",0
140252,42, 42,"R",5,"R",3
140252,45, 45,"R",2,"R",2
140252,47, 47,"R",2,"R",1
140252,48, 48,"R",8,"R",7
140252,49, 49,"R",1,"R",0
140252,51, 51,"R",1,"R",1
140252,54, 54,"R",1,"R",1
140252,55, 55,"R",1,"R",0
140252,57, 57,"R",1,"R",0
140252,58,999,"R",163,"R",123
140252,72, 72,"R",1,"R",0
140252,78, 78,"R",1,"R",1
140252,89,999,"R",2,"R",1
140252,90, 90,"R",17,"R",8
140252,98, 98,"R",1,"A",
140252,99, 99,"R",183,"R",132
140331, 6,  6,"R",2,"R",2
140331,12, 12,"R",1,"Z",0
140331,13, 13,"R",1353,"R",748
140331,18, 18,"R",1,"Z",0
140331,24, 24,"R",1,"R",1
140331,27, 27,"R",1,"Z",0
140331,34, 34,"R",1,"R",1
140331,36, 36,"R",1,"R",1
140331,39, 39,"R",1,"Z",0
140331,47, 47,"R",1,"R",1
140331,58,999,"R",1363,"R",754
140331,99, 99,"R",1363,"R",754
140340,12, 12,"R",1,"R",0
140340,13, 13,"R",62,"R",17
140340,37, 37,"R",1,"R",0
140340,58,999,"R",64,"R",17
140340,99, 99,"R",64,"R",17
140447, 1,  1,"R",7,"R",7
140447, 5,  5,"R",2,"R",2
140447, 6,  6,"R",2,"R",2
140447, 8,  8,"R",3,"R",3
140447, 9,  9,"R",1,"R",1
140447,12, 12,"R",25,"R",25
140447,13, 13,"R",767,"R",742
140447,17, 17,"R",1,"R",1
140447,22, 22,"R",2,"R",2
140447,24, 24,"R",5,"R",5
140447,25, 25,"R",2,"R",2
140447,26, 26,"R",3,"R",3
140447,27, 27,"R",1,"R",1
140447,28, 28,"R",2,"R",2
140447,33, 33,"R",1,"R",1
140447,36, 36,"R",2,"R",2
140447,37, 37,"R",12,"R",12
140447,39, 39,"R",2,"R",2
140447,40, 40,"R",1,"R",1
140447,42, 42,"R",3,"R",2
140447,45, 45,"R",13,"R",13
140447,47, 47,"R",14,"R",13
140447,48, 48,"R",5,"R",5
140447,51, 51,"R",2,"R",2
140447,58,999,"R",878,"R",851
140447,78, 78,"R",1,"R",1
140447,89,999,"R",1,"R",1
140447,90, 90,"R",9,"R",8
140447,99, 99,"R",888,"R",860
140553, 1,  1,"R",8,"Z",0
140553, 4,  4,"R",3,"Z",0
140553, 5,  5,"R",2,"Z",0
140553, 6,  6,"R",33,"Z",0
140553, 8,  8,"R",4,"Z",0
140553, 9,  9,"R",3,"Z",0
140553,11, 11,"R",14,"Z",0
140553,12, 12,"R",15,"Z",0
140553,13, 13,"R",144,"Z",0
140553,17, 17,"R",37,"Z",0
140553,18, 18,"R",2,"Z",0
140553,19, 19,"R",1,"Z",0
140553,21, 21,"R",4,"Z",0
140553,22, 22,"R",7,"Z",0
140553,24, 24,"R",39,"Z",0
140553,25, 25,"R",12,"Z",0
140553,26, 26,"R",20,"Z",0
140553,27, 27,"R",6,"Z",0
140553,28, 28,"R",4,"Z",0
140553,29, 29,"R",4,"Z",0
140553,31, 31,"R",2,"Z",0
140553,32, 32,"R",2,"Z",0
140553,34, 34,"R",21,"Z",0
140553,36, 36,"R",31,"Z",0
140553,37, 37,"R",13,"Z",0
140553,39, 39,"R",18,"Z",0
140553,40, 40,"R",2,"Z",0
140553,42, 42,"R",17,"Z",0
140553,45, 45,"R",5,"Z",0
140553,47, 47,"R",11,"Z",0
140553,48, 48,"R",30,"Z",0
140553,51, 51,"R",12,"Z",0
140553,53, 53,"R",2,"Z",0
140553,55, 55,"R",2,"R",1
140553,57, 57,"R",4,"Z",0
140553,58,999,"R",534,"R",1
140553,90, 90,"R",1,"Z",0
140553,99, 99,"R",535,"R",1
140678,13, 13,"R",329,"R",205
140678,24, 24,"R",1,"Z",0
140678,37, 37,"R",3,"R",2
140678,45, 45,"R",1,"Z",0
140678,58,999,"R",334,"R",207
140678,99, 99,"R",334,"R",207
140696, 1,  1,"R",9,"R",9
140696, 6,  6,"R",1,"R",1
140696, 9,  9,"R",3,"R",3
140696,11, 11,"R",1,"R",1
140696,12, 12,"R",16,"R",16
140696,13, 13,"R",334,"R",314
140696,17, 17,"R",1,"R",1
140696,18, 18,"R",2,"R",2
140696,21, 21,"R",1,"R",1
140696,22, 22,"R",7,"R",7
140696,23, 23,"R",1,"R",1
140696,25, 25,"R",2,"R",2
140696,26, 26,"R",1,"R",1
140696,28, 28,"R",2,"R",2
140696,36, 36,"R",1,"R",1
140696,37, 37,"R",4,"R",4
140696,44, 44,"R",2,"R",2
140696,45, 45,"R",8,"R",7
140696,47, 47,"R",11,"R",11
140696,48, 48,"R",4,"R",4
140696,51, 51,"R",1,"R",1
140696,53, 53,"R",1,"R",1
140696,57, 57,"R",2,"R",1
140696,58,999,"R",415,"R",393
140696,90, 90,"R",3,"R",3
140696,99, 99,"R",418,"R",396
140720,13, 13,"R",20,"R",20
140720,45, 45,"R",2,"R",1
140720,58,999,"R",22,"R",21
140720,99, 99,"R",22,"R",21
140818, 4,  4,"R",2,"R",2
140818,12, 12,"R",12,"R",12
140818,13, 13,"R",203,"R",191
140818,17, 17,"R",2,"R",2
140818,19, 19,"R",1,"R",1
140818,24, 24,"R",3,"R",3
140818,33, 33,"R",1,"R",1
140818,34, 34,"R",3,"R",3
140818,37, 37,"R",6,"R",6
140818,42, 42,"R",1,"R",1
140818,45, 45,"R",7,"R",7
140818,47, 47,"R",2,"R",2
140818,48, 48,"R",5,"R",5
140818,58,999,"R",248,"R",236
140818,72, 72,"R",1,"R",1
140818,89,999,"R",1,"R",1
140818,99, 99,"R",249,"R",237
140872, 1,  1,"R",3,"R",3
140872, 2,  2,"R",1,"R",1
140872,12, 12,"R",7,"R",7
140872,13, 13,"R",268,"R",252
140872,41, 41,"R",1,"R",1
140872,45, 45,"R",1,"R",1
140872,47, 47,"R",3,"R",3
140872,48, 48,"R",1,"R",1
140872,58,999,"R",285,"R",269
140872,90, 90,"R",7,"R",4
140872,99, 99,"R",292,"R",273
140942,13, 13,"R",549,"R",226
140942,17, 17,"R",1,"R",1
140942,26, 26,"R",1,"R",1
140942,37, 37,"R",1,"R",1
140942,39, 39,"R",2,"Z",0
140942,45, 45,"R",8,"R",2
140942,51, 51,"R",1,"Z",0
140942,58,999,"R",563,"R",231
140942,99, 99,"R",563,"R",231
140951, 1,  1,"R",39,"R",37
140951, 2,  2,"R",2,"R",1
140951, 4,  4,"R",11,"R",11
140951, 5,  5,"R",11,"R",11
140951, 6,  6,"R",61,"R",60
140951, 8,  8,"R",28,"R",26
140951, 9,  9,"R",33,"R",31
140951,10, 10,"R",9,"R",9
140951,11, 11,"R",7,"R",6
140951,12, 12,"R",177,"R",164
140951,13, 13,"R",322,"R",288
140951,15, 15,"R",2,"R",2
140951,16, 16,"R",3,"R",1
140951,17, 17,"R",38,"R",37
140951,18, 18,"R",19,"R",18
140951,19, 19,"R",3,"R",3
140951,20, 20,"R",13,"R",12
140951,21, 21,"R",23,"R",21
140951,22, 22,"R",21,"R",20
140951,23, 23,"R",5,"R",5
140951,24, 24,"R",67,"R",64
140951,25, 25,"R",58,"R",55
140951,26, 26,"R",19,"R",19
140951,27, 27,"R",9,"R",8
140951,28, 28,"R",8,"R",7
140951,29, 29,"R",23,"R",19
140951,30, 30,"R",2,"R",2
140951,31, 31,"R",2,"R",2
140951,32, 32,"R",1,"R",1
140951,33, 33,"R",8,"R",7
140951,34, 34,"R",108,"R",105
140951,35, 35,"R",1,"R",1
140951,36, 36,"R",79,"R",77
140951,37, 37,"R",108,"R",106
140951,39, 39,"R",41,"R",37
140951,40, 40,"R",10,"R",9
140951,41, 41,"R",6,"R",6
140951,42, 42,"R",74,"R",72
140951,44, 44,"R",3,"R",3
140951,45, 45,"R",54,"R",47
140951,47, 47,"R",53,"R",49
140951,48, 48,"R",133,"R",120
140951,49, 49,"R",2,"R",2
140951,50, 50,"R",3,"R",3
140951,51, 51,"R",68,"R",62
140951,53, 53,"R",11,"R",10
140951,54, 54,"R",5,"R",5
140951,55, 55,"R",17,"R",16
140951,56, 56,"R",1,"R",1
140951,57, 57,"R",4,"R",3
140951,58,999,"R",1805,"R",1681
140951,72, 72,"R",31,"R",30
140951,89,999,"R",31,"R",30
140951,90, 90,"R",292,"R",200
140951,99, 99,"R",2128,"R",1911
140960, 1,  1,"R",1,"R",1
140960, 6,  6,"R",1,"R",1
140960, 8,  8,"R",1,"R",1
140960,11, 11,"R",1,"R",1
140960,12, 12,"R",55,"R",52
140960,13, 13,"R",634,"R",570
140960,17, 17,"R",2,"R",2
140960,22, 22,"R",1,"R",1
140960,24, 24,"R",3,"R",3
140960,26, 26,"R",1,"R",0
140960,28, 28,"R",1,"R",1
140960,29, 29,"R",2,"R",1
140960,36, 36,"R",1,"R",0
140960,37, 37,"R",3,"R",3
140960,45, 45,"R",18,"R",17
140960,47, 47,"R",1,"R",1
140960,48, 48,"R",2,"R",2
140960,51, 51,"R",2,"R",2
140960,55, 55,"R",1,"R",0
140960,58,999,"R",731,"R",659
140960,90, 90,"R",14,"R",10
140960,99, 99,"R",745,"R",669
140988, 1,  1,"R",36,"R",33
140988, 5,  5,"R",1,"R",0
140988,12, 12,"R",17,"R",16
140988,13, 13,"R",234,"R",225
140988,21, 21,"R",1,"R",1
140988,24, 24,"R",4,"R",4
140988,29, 29,"R",1,"R",0
140988,37, 37,"R",1,"R",1
140988,45, 45,"R",1,"R",1
140988,47, 47,"R",4,"R",4
140988,58,999,"R",300,"R",285
140988,98, 98,"R",2,"A",
140988,99, 99,"R",302,"R",285
141006, 1,  1,"R",5,"R",3
141006,12, 12,"R",12,"R",10
141006,13, 13,"R",227,"R",94
141006,22, 22,"R",1,"R",1
141006,28, 28,"R",2,"Z",0
141006,47, 47,"R",7,"R",5
141006,48, 48,"R",1,"R",1
141006,51, 51,"R",1,"R",1
141006,58,999,"R",256,"R",115
141006,99, 99,"R",256,"R",115
141015, 6,  6,"R",1,"R",1
141015,13, 13,"R",6,"R",1
141015,37, 37,"R",1,"R",0
141015,53, 53,"R",1,"R",0
141015,58,999,"R",9,"R",2
141015,99, 99,"R",9,"R",2
141060, 1,  1,"R",11,"R",9
141060, 5,  5,"R",4,"R",4
141060, 6,  6,"R",47,"R",40
141060, 8,  8,"R",1,"R",0
141060, 9,  9,"R",6,"R",6
141060,10, 10,"R",6,"R",3
141060,11, 11,"R",20,"R",17
141060,12, 12,"R",16,"R",12
141060,13, 13,"R",145,"R",119
141060,17, 17,"R",34,"R",30
141060,20, 20,"R",1,"R",1
141060,21, 21,"R",4,"R",3
141060,22, 22,"R",4,"R",4
141060,24, 24,"R",30,"R",26
141060,25, 25,"R",13,"R",12
141060,26, 26,"R",16,"R",13
141060,27, 27,"R",5,"R",2
141060,29, 29,"R",4,"R",3
141060,32, 32,"R",1,"R",1
141060,33, 33,"R",1,"R",1
141060,34, 34,"R",27,"R",22
141060,36, 36,"R",40,"R",31
141060,37, 37,"R",20,"R",16
141060,39, 39,"R",14,"R",13
141060,40, 40,"R",1,"R",1
141060,41, 41,"R",4,"R",3
141060,42, 42,"R",21,"R",20
141060,45, 45,"R",9,"R",9
141060,47, 47,"R",10,"R",9
141060,48, 48,"R",24,"R",22
141060,51, 51,"R",30,"R",25
141060,53, 53,"R",2,"R",1
141060,55, 55,"R",2,"R",2
141060,57, 57,"R",1,"R",1
141060,58,999,"R",574,"R",481
141060,78, 78,"R",1,"R",1
141060,89,999,"R",1,"R",1
141060,90, 90,"R",1,"R",1
141060,99, 99,"R",576,"R",483
141167, 1,  1,"R",1,"Z",0
141167, 6,  6,"R",1,"R",1
141167,12, 12,"R",40,"R",31
141167,13, 13,"R",27,"R",14
141167,17, 17,"R",1,"Z",0
141167,23, 23,"R",1,"R",1
141167,47, 47,"R",1,"Z",0
141167,48, 48,"R",1,"Z",0
141167,58,999,"R",73,"R",47
141167,98, 98,"R",3,"A",
141167,99, 99,"R",76,"R",47
141185, 2,  2,"R",1,"R",0
141185, 6,  6,"R",2,"R",1
141185, 8,  8,"R",1,"R",1
141185,12, 12,"R",8,"R",6
141185,13, 13,"R",154,"R",142
141185,18, 18,"R",1,"R",1
141185,19, 19,"R",1,"R",1
141185,21, 21,"R",1,"R",1
141185,22, 22,"R",2,"R",2
141185,27, 27,"R",1,"R",1
141185,31, 31,"R",1,"R",1
141185,37, 37,"R",7,"R",7
141185,39, 39,"R",6,"R",6
141185,42, 42,"R",2,"R",2
141185,45, 45,"R",6,"R",6
141185,50, 50,"R",1,"R",1
141185,51, 51,"R",1,"R",0
141185,55, 55,"R",3,"R",3
141185,58,999,"R",199,"R",182
141185,90, 90,"R",5,"R",3
141185,98, 98,"R",1,"A",
141185,99, 99,"R",205,"R",185
141237, 1,  1,"R",3,"R",3
141237, 2,  2,"R",1,"R",1
141237,12, 12,"R",9,"R",9
141237,13, 13,"R",244,"R",203
141237,32, 32,"R",1,"R",1
141237,35, 35,"R",1,"R",1
141237,45, 45,"R",4,"R",4
141237,47, 47,"R",3,"R",3
141237,48, 48,"R",1,"R",1
141237,55, 55,"R",1,"R",1
141237,58,999,"R",268,"R",227
141237,90, 90,"R",3,"R",2
141237,99, 99,"R",271,"R",229
141255,12, 12,"R",5,"R",1
141255,13, 13,"R",255,"R",75
141255,45, 45,"R",1,"R",1
141255,51, 51,"R",1,"Z",0
141255,58,999,"R",262,"R",77
141255,99, 99,"R",262,"R",77
141264, 1,  1,"R",17,"R",13
141264, 2,  2,"R",1,"R",0
141264, 5,  5,"R",1,"R",0
141264, 8,  8,"R",1,"R",1
141264,12, 12,"R",414,"R",398
141264,13, 13,"R",2116,"R",1933
141264,17, 17,"R",1,"R",1
141264,24, 24,"R",2,"R",2
141264,26, 26,"R",2,"R",2
141264,27, 27,"R",1,"R",1
141264,30, 30,"R",1,"R",1
141264,31, 31,"R",1,"R",1
141264,32, 32,"R",1,"R",0
141264,34, 34,"R",1,"R",1
141264,36, 36,"R",3,"R",3
141264,37, 37,"R",13,"R",13
141264,39, 39,"R",2,"R",1
141264,41, 41,"R",2,"R",2
141264,42, 42,"R",1,"R",0
141264,45, 45,"R",19,"R",17
141264,47, 47,"R",9,"R",8
141264,48, 48,"R",1,"R",1
141264,51, 51,"R",1,"R",0
141264,53, 53,"R",1,"R",1
141264,57, 57,"R",1,"R",0
141264,58,999,"R",2613,"R",2400
141264,90, 90,"R",4,"R",1
141264,99, 99,"R",2617,"R",2401
141325, 1,  1,"R",2,"R",1
141325,12, 12,"R",4,"R",1
141325,13, 13,"R",127,"R",51
141325,58,999,"R",133,"R",53
141325,90, 90,"R",1,"Z",0
141325,98, 98,"R",5,"A",
141325,99, 99,"R",139,"R",53
141334, 1,  1,"R",39,"R",35
141334,13, 13,"R",1741,"R",1567
141334,57, 57,"R",27,"R",21
141334,58,999,"R",1807,"R",1623
141334,90, 90,"R",14,"R",11
141334,99, 99,"R",1821,"R",1634
141361, 1,  1,"R",2,"R",2
141361, 8,  8,"R",1,"R",1
141361,12, 12,"R",8,"R",8
141361,13, 13,"R",282,"R",282
141361,21, 21,"R",2,"R",2
141361,24, 24,"R",1,"R",1
141361,28, 28,"R",1,"R",1
141361,37, 37,"R",17,"R",17
141361,39, 39,"R",2,"R",2
141361,45, 45,"R",2,"R",2
141361,47, 47,"R",3,"R",3
141361,48, 48,"R",1,"R",1
141361,51, 51,"R",2,"R",2
141361,58,999,"R",324,"R",324
141361,98, 98,"R",12,"A",
141361,99, 99,"R",336,"R",324
141486, 2,  2,"R",3,"R",2
141486, 4,  4,"R",4,"R",4
141486, 6,  6,"R",18,"R",17
141486, 8,  8,"R",1,"R",1
141486, 9,  9,"R",1,"R",1
141486,10, 10,"R",1,"R",0
141486,12, 12,"R",1,"R",1
141486,13, 13,"R",2,"R",1
141486,15, 15,"R",113,"R",102
141486,17, 17,"R",2,"R",2
141486,19, 19,"R",1,"R",1
141486,20, 20,"R",2,"R",2
141486,25, 25,"R",2,"R",2
141486,32, 32,"R",2,"R",2
141486,33, 33,"R",1,"R",0
141486,34, 34,"R",1,"R",1
141486,36, 36,"R",1,"R",1
141486,37, 37,"R",1,"R",0
141486,38, 38,"R",1,"R",1
141486,39, 39,"R",2,"R",2
141486,41, 41,"R",4,"R",4
141486,45, 45,"R",1,"R",1
141486,48, 48,"R",5,"R",4
141486,51, 51,"R",3,"R",3
141486,53, 53,"R",3,"R",3
141486,56, 56,"R",1,"R",1
141486,57, 57,"R",1,"R",1
141486,58,999,"R",178,"R",160
141486,60, 60,"R",3,"R",3
141486,64, 64,"R",85,"R",1
141486,66, 66,"R",8,"R",6
141486,69, 69,"R",1,"R",1
141486,89,999,"R",97,"R",11
141486,98, 98,"R",1,"A",
141486,99, 99,"R",276,"R",171
141565, 2,  2,"R",14,"R",14
141565, 4,  4,"R",7,"R",7
141565, 6,  6,"R",40,"R",38
141565, 8,  8,"R",7,"R",7
141565, 9,  9,"R",1,"R",1
141565,13, 13,"R",1,"R",0
141565,15, 15,"R",323,"R",312
141565,16, 16,"R",1,"R",1
141565,18, 18,"R",1,"R",1
141565,19, 19,"R",1,"R",1
141565,20, 20,"R",2,"R",1
141565,26, 26,"R",1,"R",1
141565,27, 27,"R",5,"R",5
141565,30, 30,"R",2,"R",1
141565,32, 32,"R",3,"R",3
141565,35, 35,"R",2,"R",2
141565,36, 36,"R",1,"R",1
141565,37, 37,"R",1,"R",1
141565,41, 41,"R",9,"R",9
141565,42, 42,"R",1,"R",1
141565,46, 46,"R",1,"R",1
141565,48, 48,"R",2,"R",2
141565,49, 49,"R",2,"R",1
141565,51, 51,"R",1,"R",1
141565,53, 53,"R",18,"R",17
141565,55, 55,"R",1,"R",1
141565,56, 56,"R",2,"R",2
141565,58,999,"R",450,"R",432
141565,66, 66,"R",1,"R",1
141565,89,999,"R",1,"R",1
141565,90, 90,"R",8,"R",5
141565,98, 98,"R",3,"A",
141565,99, 99,"R",462,"R",438
141574, 1,  1,"R",1,"R",0
141574, 2,  2,"R",7,"R",6
141574, 4,  4,"R",25,"R",24
141574, 5,  5,"R",2,"R",2
141574, 6,  6,"R",364,"R",344
141574, 8,  8,"R",55,"R",47
141574, 9,  9,"R",3,"R",3
141574,12, 12,"R",6,"R",6
141574,13, 13,"R",4,"R",2
141574,15, 15,"R",1347,"R",1276
141574,16, 16,"R",10,"R",10
141574,17, 17,"R",6,"R",5
141574,18, 18,"R",6,"R",6
141574,19, 19,"R",1,"R",0
141574,20, 20,"R",1,"R",1
141574,21, 21,"R",5,"R",5
141574,22, 22,"R",1,"R",1
141574,24, 24,"R",2,"R",2
141574,25, 25,"R",2,"R",2
141574,26, 26,"R",5,"R",5
141574,27, 27,"R",2,"R",2
141574,29, 29,"R",3,"R",3
141574,30, 30,"R",4,"R",3
141574,32, 32,"R",27,"R",25
141574,33, 33,"R",1,"R",1
141574,34, 34,"R",5,"R",5
141574,35, 35,"R",9,"R",8
141574,36, 36,"R",8,"R",5
141574,37, 37,"R",4,"R",2
141574,38, 38,"R",1,"R",0
141574,39, 39,"R",1,"R",1
141574,41, 41,"R",45,"R",41
141574,42, 42,"R",6,"R",6
141574,44, 44,"R",1,"R",1
141574,45, 45,"R",2,"R",2
141574,46, 46,"R",2,"R",2
141574,47, 47,"R",4,"R",2
141574,48, 48,"R",36,"R",35
141574,49, 49,"R",6,"R",6
141574,51, 51,"R",8,"R",6
141574,53, 53,"R",75,"R",75
141574,55, 55,"R",5,"R",4
141574,56, 56,"R",2,"R",2
141574,57, 57,"R",3,"R",3
141574,58,999,"R",2113,"R",1987
141574,60, 60,"R",2,"R",2
141574,66, 66,"R",9,"R",8
141574,69, 69,"R",1,"R",1
141574,70, 70,"R",1,"R",1
141574,89,999,"R",13,"R",12
141574,90, 90,"R",37,"R",13
141574,98, 98,"R",21,"A",
141574,99, 99,"R",2184,"R",2012
141608,15, 15,"R",12,"R",2
141608,58,999,"R",12,"R",2
141608,99, 99,"R",12,"R",2
141644, 1,  1,"R",1,"R",1
141644, 2,  2,"R",1,"R",1
141644, 4,  4,"R",8,"R",8
141644, 6,  6,"R",142,"R",140
141644, 8,  8,"R",11,"R",11
141644, 9,  9,"R",3,"R",3
141644,12, 12,"R",6,"R",5
141644,13, 13,"R",2,"R",2
141644,15, 15,"R",145,"R",136
141644,16, 16,"R",6,"R",5
141644,17, 17,"R",4,"R",4
141644,18, 18,"R",4,"R",4
141644,19, 19,"R",1,"R",1
141644,20, 20,"R",2,"R",2
141644,21, 21,"R",1,"R",1
141644,22, 22,"R",1,"R",1
141644,24, 24,"R",2,"R",2
141644,26, 26,"R",6,"R",5
141644,27, 27,"R",2,"R",2
141644,28, 28,"R",2,"R",2
141644,30, 30,"R",2,"R",2
141644,31, 31,"R",1,"R",1
141644,32, 32,"R",4,"R",4
141644,33, 33,"R",2,"R",2
141644,34, 34,"R",4,"R",4
141644,35, 35,"R",2,"R",2
141644,36, 36,"R",13,"R",13
141644,37, 37,"R",5,"R",5
141644,39, 39,"R",4,"R",4
141644,41, 41,"R",15,"R",14
141644,42, 42,"R",11,"R",11
141644,44, 44,"R",2,"R",2
141644,45, 45,"R",2,"R",2
141644,47, 47,"R",2,"R",2
141644,48, 48,"R",27,"R",27
141644,49, 49,"R",2,"R",2
141644,50, 50,"R",5,"R",3
141644,51, 51,"R",13,"R",12
141644,53, 53,"R",17,"R",16
141644,54, 54,"R",1,"R",1
141644,55, 55,"R",1,"R",0
141644,57, 57,"R",3,"R",3
141644,58,999,"R",488,"R",468
141644,64, 64,"R",1,"R",0
141644,66, 66,"R",2,"R",2
141644,89,999,"R",3,"R",2
141644,90, 90,"R",31,"R",19
141644,99, 99,"R",522,"R",489
141680, 4,  4,"R",1,"R",0
141680, 6,  6,"R",5,"R",4
141680,12, 12,"R",1,"R",1
141680,15, 15,"R",408,"R",263
141680,18, 18,"R",1,"R",0
141680,22, 22,"R",1,"R",0
141680,24, 24,"R",1,"R",1
141680,32, 32,"R",1,"R",0
141680,35, 35,"R",1,"R",0
141680,39, 39,"R",2,"R",2
141680,41, 41,"R",1,"R",1
141680,48, 48,"R",1,"R",1
141680,53, 53,"R",1,"R",1
141680,58,999,"R",425,"R",274
141680,66, 66,"R",1,"R",0
141680,89,999,"R",1,"R",0
141680,98, 98,"R",20,"A",
141680,99, 99,"R",446,"R",274
141796, 2,  2,"R",2,"R",1
141796, 4,  4,"R",1,"R",1
141796, 6,  6,"R",5,"R",4
141796, 8,  8,"R",4,"R",2
141796,12, 12,"R",4,"R",2
141796,13, 13,"R",2,"R",1
141796,15, 15,"R",799,"R",559
141796,16, 16,"R",2,"R",1
141796,17, 17,"R",1,"R",1
141796,19, 19,"R",1,"R",1
141796,24, 24,"R",1,"R",1
141796,25, 25,"R",1,"R",0
141796,27, 27,"R",1,"R",1
141796,29, 29,"R",1,"R",1
141796,31, 31,"R",1,"R",0
141796,32, 32,"R",2,"R",0
141796,35, 35,"R",1,"R",0
141796,39, 39,"R",2,"R",1
141796,41, 41,"R",1,"R",0
141796,48, 48,"R",2,"R",2
141796,50, 50,"R",1,"R",1
141796,53, 53,"R",2,"R",2
141796,57, 57,"R",1,"R",0
141796,58,999,"R",838,"R",582
141796,69, 69,"R",3,"R",2
141796,89,999,"R",3,"R",2
141796,90, 90,"R",46,"R",11
141796,99, 99,"R",887,"R",595
141802, 6,  6,"R",1,"R",1
141802,15, 15,"R",254,"R",185
141802,41, 41,"R",1,"R",1
141802,58,999,"R",256,"R",187
141802,90, 90,"R",1,"R",1
141802,99, 99,"R",257,"R",188
141811, 6,  6,"R",2,"R",0
141811,15, 15,"R",933,"R",587
141811,48, 48,"R",1,"R",0
141811,57, 57,"R",1,"R",1
141811,58,999,"R",937,"R",588
141811,90, 90,"R",4,"R",1
141811,98, 98,"R",1,"A",
141811,99, 99,"R",942,"R",589
141839, 6,  6,"R",4,"R",3
141839,15, 15,"R",458,"R",333
141839,16, 16,"R",1,"R",1
141839,53, 53,"R",2,"R",1
141839,58,999,"R",465,"R",338
141839,99, 99,"R",465,"R",338
141981, 2,  2,"R",1,"R",1
141981, 6,  6,"R",2,"R",2
141981,15, 15,"R",224,"R",210
141981,21, 21,"R",1,"R",1
141981,37, 37,"R",1,"R",1
141981,55, 55,"R",1,"R",0
141981,58,999,"R",230,"R",215
141981,90, 90,"R",1,"R",1
141981,98, 98,"R",1,"A",
141981,99, 99,"R",232,"R",216
141990, 4,  4,"R",1,"R",1
141990, 6,  6,"R",1,"R",1
141990,12, 12,"R",1,"R",0
141990,13, 13,"R",1,"R",0
141990,15, 15,"R",271,"R",201
141990,18, 18,"R",1,"R",0
141990,31, 31,"R",1,"R",1
141990,32, 32,"R",1,"R",0
141990,51, 51,"R",1,"R",1
141990,53, 53,"R",1,"R",0
141990,58,999,"R",280,"R",205
141990,98, 98,"R",1,"A",
141990,99, 99,"R",281,"R",205
142054,16, 16,"R",58,"R",23
142054,35, 35,"R",1,"R",0
142054,55, 55,"R",2,"R",0
142054,58,999,"R",61,"R",23
142054,99, 99,"R",61,"R",23
142090, 4,  4,"R",1,"R",0
142090, 6,  6,"R",3,"R",3
142090,16, 16,"R",5,"R",3
142090,41, 41,"R",14,"R",11
142090,53, 53,"R",2,"R",1
142090,58,999,"R",25,"R",18
142090,98, 98,"R",1,"A",
142090,99, 99,"R",26,"R",18
142115, 1,  1,"R",1,"R",1
142115, 2,  2,"R",28,"R",27
142115, 4,  4,"R",13,"R",13
142115, 6,  6,"R",710,"R",703
142115, 8,  8,"R",25,"R",25
142115, 9,  9,"R",1,"R",1
142115,12, 12,"R",5,"R",4
142115,13, 13,"R",4,"R",3
142115,15, 15,"R",11,"R",11
142115,16, 16,"R",1506,"R",1331
142115,17, 17,"R",2,"R",1
142115,22, 22,"R",1,"R",1
142115,24, 24,"R",1,"R",1
142115,25, 25,"R",2,"R",2
142115,27, 27,"R",5,"R",5
142115,29, 29,"R",1,"R",1
